concept_id,irrCI,irrP,irrFdr,concept_name,domain_id
1337068,19 (4.62-78.1),4.50484242781353e-05,0.24425255643605,ambrisentan,Drug
133438,18.5 (4.53-75.5),4.81743113057291e-05,0.261201115899663,Chronic lymphoid leukemia in remission,Condition
432870,2.94 (1.74-4.95),5.28095409690978e-05,0.286333331134448,Thrombocytopenic disorder,Condition
44507848,17.8 (4.38-72.7),5.7722821690045e-05,0.312973139203424,ibrutinib,Drug
4116485,10.9 (3.4-35.3),6.11665409636489e-05,0.331644985104904,Skin ulcer of calf,Condition
318096,6.49 (2.6-16.2),6.19008138820858e-05,0.335626212868669,Secondary malignant neoplasm of lymph node,Condition
45763749,6.39 (2.58-15.9),6.35042269872635e-05,0.344319918724943,Idiopathic interstitial pneumonia,Condition
4231770,5.55 (2.39-12.9),6.80818746953184e-05,0.369139924598016,Hereditary thrombophilia,Condition
1741122,2.8 (1.69-4.66),6.98642922776582e-05,0.378804192729463,tazobactam,Drug
1000772,6.54 (2.59-16.5),7.00471452558266e-05,0.379795621577092,granisetron,Drug
44782747,5.4 (2.35-12.4),7.15927423756091e-05,0.388175849160553,Acute deep venous thrombosis of femoral vein,Condition
315831,4.03 (2.01-8.08),8.56839239975831e-05,0.464578235914896,Chronic pulmonary heart disease,Condition
4272177,16.6 (4.04-67.8),9.6406284564249e-05,0.522714874907358,Complication of external stoma of urinary tract,Condition
1711246,9.93 (3.12-31.6),9.99550245301502e-05,0.541956143002475,entecavir,Drug
1705674,2.49 (1.57-3.94),0.000100845702583326,0.546785399406794,trimethoprim,Drug
4167085,4.92 (2.2-11),0.000102104084648379,0.553608346963511,Pulmonary heart disease,Condition
321822,6.45 (2.51-16.6),0.000107066413832066,0.580514095797462,Peripheral vascular disorder due to diabetes mellitus,Condition
4044215,16.3 (3.94-67.6),0.000118282001673814,0.64132501307542,Nonspecific interstitial pneumonia,Condition
1381504,9.98 (3.08-32.3),0.00012353858871485,0.669826228011917,alprostadil,Drug
436962,2.42 (1.54-3.8),0.00013087468670499,0.709602551314456,Insomnia,Condition
1760616,15.3 (3.71-63.1),0.000161008787448357,0.872989645544992,quinine,Drug
4256228,3.57 (1.83-6.95),0.000180017904076204,0.976057075901178,Respiratory failure,Condition
1746114,2.58 (1.57-4.23),0.000183082294041586,0.992672198293479,piperacillin,Drug
22281,2.22e-05 (1.17e-306-4.21e+296),0.975851081481035,1,Sickle cell-hemoglobin SS disease,Condition
22340,2.92e-06 (0-Inf),0.974394355999874,1,Esophageal varices without bleeding,Condition
22350,2.19e-06 (0-Inf),0.973181096112692,1,Edema of larynx,Condition
22492,2.78 (0.382-20.1),0.312740151527613,1,Foreign body in pharynx,Condition
23220,3.41 (1.06-10.9),0.0391325426529103,1,Chronic tonsillitis,Condition
23325,1.32 (0.707-2.45),0.385169220850651,1,Heartburn,Condition
23653,5.37e-06 (4.2e-276-6.86e+264),0.969494667415641,1,Foreign body in esophagus,Condition
23868,2.22 (0.309-16),0.426895787174887,1,Congenital anomaly of esophagus,Condition
23986,2.47 (0.607-10),0.206706623471306,1,Disorder of pituitary gland,Condition
24134,0.881 (0.533-1.46),0.622406076942985,1,Neck pain,Condition
24230,6.01e-06 (6.65e-300-5.43e+288),0.972229988049497,1,Foreign body in larynx,Condition
24602,1.46e-05 (1.5e-267-1.43e+257),0.971148874940997,1,Benign neoplasm of esophagus,Condition
24609,1.5 (0.541-4.17),0.434950057574862,1,Hypoglycemia,Condition
24660,2.48e-06 (2.42e-262-2.54e+250),0.965765478270577,1,Acute tonsillitis,Condition
24818,0.979 (0.136-7.06),0.983176998521155,1,Injury of neck,Condition
24966,5.56e-06 (0-Inf),0.975111773675244,1,Esophageal varices,Condition
24970,0.455 (0.0631-3.27),0.433898303315954,1,Chronic laryngitis,Condition
24977,1.82e-05 (1.21e-266-2.75e+256),0.971625890412413,1,Mucocele of salivary gland,Condition
25297,0.933 (0.517-1.68),0.818288157470993,1,Acute pharyngitis,Condition
25518,8.11e-06 (2.72e-253-2.42e+242),0.967839065044163,1,Sickle cell trait,Condition
25572,1.43 (0.199-10.3),0.721929095231293,1,Disorder of salivary gland,Condition
25844,1.41 (0.344-5.77),0.632888070383136,1,Ulcer of esophagus,Condition
26052,2e-05 (6.47e-258-6.15e+247),0.970896138908723,1,Primary malignant neoplasm of larynx,Condition
26378,8.62e-06 (4.1600000011936e-315-1.79e+304),0.974400500501058,1,Hyperpituitarism,Condition
26459,5.32e-06 (0-Inf),0.977249353279071,1,Acute esophagitis,Condition
26638,1.97 (0.272-14.2),0.502459512463176,1,Primary malignant neoplasm of esophagus,Condition
26662,1.28 (0.315-5.17),0.732820516580333,1,Testicular hypofunction,Condition
26711,1.24 (0.171-8.97),0.83151784917464,1,Chronic pharyngitis,Condition
26727,1.61 (0.506-5.13),0.419253524745401,1,Hematemesis,Condition
26823,5.89e-06 (0-Inf),0.97749610927607,1,Oral phase dysphagia,Condition
26942,6.5e-06 (1.31e-294-3.23e+283),0.971906707443414,1,Hemoglobin SS disease with crisis,Condition
27321,5.8e-06 (0-Inf),0.975818845615405,1,Persistent vomiting,Condition
27587,2.06 (0.498-8.56),0.318009579882146,1,Disturbance of salivary secretion,Condition
27674,2.21 (1.38-3.52),0.000907459832305949,1,Nausea and vomiting,Condition
27835,1.46e-05 (2.09999999999826e-312-1.01e+302),0.975358182595589,1,Neoplasm of uncertain behavior of pituitary gland,Condition
27918,3.1 (0.759-12.6),0.114988187132393,1,Eosinophilic esophagitis,Condition
28060,0.918 (0.286-2.95),0.885350546004391,1,Streptococcal sore throat,Condition
28083,1.78e-05 (8.86e-288-3.59e+277),0.973697685356609,1,Primary malignant neoplasm of pharynx,Condition
28179,6.52e-06 (1.92685601878086e-322-Inf),0.974384540687207,1,Polyp of vocal cord or larynx,Condition
28385,1.59e-05 (1.49e-281-1.7e+271),0.972821190472786,1,Disorder of posterior pituitary,Condition
28396,6.04e-06 (0-Inf),0.978189995490689,1,Hereditary hemolytic anemia,Condition
28457,0.833 (0.114-6.06),0.856701258016874,1,Hypertrophy of tonsils,Condition
28461,1.85e-05 (2.05e-282-1.67e+272),0.973283827522041,1,Hypertrophy of salivary gland,Condition
28779,7.55e-06 (0-Inf),0.979888136220807,1,Bleeding esophageal varices,Condition
28974,0.846 (0.115-6.2),0.869034581098764,1,Candidiasis of the esophagus,Condition
29056,2.09e-06 (1.55e-279-2.8e+267),0.967485614479198,1,Sialoadenitis,Condition
29735,1.45 (0.515-4.11),0.480094616177189,1,Candidiasis of mouth,Condition
30133,2.46e-06 (1.87e-296-3.25e+284),0.969775889893599,1,Acute laryngitis,Condition
30163,3.3 (0.436-24.9),0.24753356516206,1,Cellulitis and abscess of neck,Condition
30234,1.35 (0.42-4.36),0.612267992225709,1,Neck sprain,Condition
30437,0.833 (0.436-1.59),0.580047339571734,1,Gastro-esophageal reflux disease with esophagitis,Condition
30441,4.71e-06 (2.73e-304-8.13e+292),0.972073564346868,1,Sialolithiasis,Condition
30679,5.77e-06 (0-Inf),0.979564408938934,1,Benign neoplasm of major salivary gland,Condition
30683,7.31e-06 (6.52e-263-8.19000000000001e+251),0.968761004208274,1,Hemoglobin SS disease without crisis,Condition
30753,1.57 (0.823-2.98),0.171367239553873,1,Esophagitis,Condition
30968,1.83e-05 (8.23e-258-4.08e+247),0.970652064274586,1,Diabetes insipidus,Condition
30978,2.17e-05 (5.12e-249-9.17000000000001e+238),0.97006754545838,1,Thalassemia,Condition
31057,0.838 (0.116-6.04),0.860749121291472,1,Disorder of pharynx,Condition
31317,1.21 (0.69-2.11),0.509946865880917,1,Dysphagia,Condition
31598,5.96 (1.78-19.9),0.00378073980205644,1,Hypertrophy of tonsils AND adenoids,Condition
31602,9.03e-07 (0-Inf),0.974854888785063,1,Disorder of the larynx,Condition
31610,2.17 (1.23-3.84),0.0077030172381989,1,Disorder of esophagus,Condition
31821,0.675 (0.162-2.82),0.589878172336238,1,Disorder of endocrine system,Condition
31884,7.85e-06 (0-Inf),0.978711012776817,1,Acquired diverticulum of esophagus,Condition
31967,1.18 (0.67-2.09),0.562700740513373,1,Nausea,Condition
72266,6.98 (1.71-28.5),0.00675277255963724,1,Secondary malignant neoplasm of pleura,Condition
72404,1.98e-06 (1.92000001803322e-316-2.04e+304),0.971234440060331,1,Joint stiffness,Condition
72405,0.576 (0.222-1.5),0.258160693359267,1,Degenerative joint disease of shoulder region,Condition
72407,2.05e-06 (0-Inf),0.97396268184871,1,Effusion of joint of shoulder region,Condition
72415,1.31e-05 (7.45000000000265e-313-2.3e+302),0.97514876725338,1,Synovial plica,Condition
72418,0.996 (0.364-2.73),0.994529009011498,1,Scoliosis deformity of spine,Condition
72459,1.32e-05 (4.69e-297-3.7e+286),0.973817663568593,1,Closed fracture of two ribs,Condition
72465,2.33e-06 (0-Inf),0.974117524940951,1,Closed fracture of one or more phalanges of hand,Condition
72469,5.71e-06 (1.03753785626662e-322-Inf),0.974118335486471,1,Closed traumatic dislocation of joint of shoulder region,Condition
72576,0.553 (0.134-2.28),0.413341364821957,1,Benign tumor of breast,Condition
72578,1.87e-05 (3.41e-251-1.02e+241),0.969917264225996,1,Neoplasm of uncertain behavior of breast,Condition
72618,4.73e-06 (2.03e-308-1.1e+297),0.972466376993348,1,Disorder of skeletal muscle,Condition
72693,1.21 (0.168-8.78),0.847865301758542,1,Poor fetal growth affecting management,Condition
72711,0.574 (0.0788-4.18),0.583347665602367,1,Shoulder stiff,Condition
72712,3.43 (0.473-24.9),0.222541075746579,1,Synovial cyst,Condition
72715,0.848 (0.116-6.19),0.871153348279106,1,Exostosis,Condition
72737,0.269 (0.0371-1.95),0.193770934060615,1,Microcalcifications of the breast,Condition
72970,2.07e-05 (4.11e-292-1.04e+282),0.974449719736766,1,Mixed feto-pelvic disproportion - delivered,Condition
72986,2.51e-06 (0-Inf),0.976628914310493,1,Disorder of lower leg,Condition
72990,6.05e-07 (0-Inf),0.971519005567412,1,Localized osteoarthrosis uncertain if primary OR secondary,Condition
72993,1.71e-06 (5.4e-286-5.41e+273),0.967740176703487,1,"Localized, primary osteoarthritis",Condition
72995,5.58e-06 (2.45e-307-1.27e+296),0.97274410027368,1,Contracture of joint of hand,Condition
73001,1.69 (0.235-12.2),0.601881551612597,1,Myositis,Condition
73008,0.863 (0.307-2.43),0.779699683881143,1,Enthesopathy,Condition
73036,5.64e-06 (0-Inf),0.977101639769342,1,Closed fracture of olecranon process of ulna,Condition
73045,2.09e-06 (0-Inf),0.977315610753869,1,Sprain of hand,Condition
73075,6.21e-06 (1.26e-306-3.05e+295),0.972923810444046,1,Contusion of upper limb,Condition
73089,1.68e-05 (6.69000000002022e-313-4.2e+302),0.975708251605733,1,Contusion of buttock,Condition
73090,0.5 (0.0686-3.65),0.49439324470495,1,Contusion of foot,Condition
73153,3.71 (0.513-26.9),0.193934180019914,1,Malignant neoplasm of lateral wall of urinary bladder,Condition
73231,0.64 (0.0885-4.63),0.658339005833369,1,Arthralgia of temporomandibular joint,Condition
73241,1.05 (0.323-3.42),0.933656144588242,1,Anal and rectal polyp,Condition
73268,6.21e-06 (5.00000000000221e-312-7.7e+300),0.973401703320787,1,Fetal distress affecting management of mother,Condition
73290,5.47 (1.29-23.2),0.0212873823135724,1,Contracture of joint,Condition
73300,2.33e-06 (2.5e-272-2.18e+260),0.966895732744678,1,Radial styloid tenosynovitis,Condition
73302,0.949 (0.132-6.83),0.958582851154945,1,Curvature of spine,Condition
73338,1.97e-05 (4.44e-268-8.75e+257),0.971989013479548,1,Sprain of lateral collateral ligament of knee,Condition
73341,2.25e-06 (0-Inf),0.9768818294785,1,Closed fracture of head of radius,Condition
73537,7.17e-06 (5.71e-291-9e+279),0.971787140055982,1,Breech presentation - delivered,Condition
73553,0.847 (0.403-1.78),0.661078956017211,1,Arthropathy,Condition
73560,0.57 (0.174-1.86),0.352292951036097,1,Calcaneal spur,Condition
73564,0.885 (0.207-3.79),0.869477807385093,1,Full thickness rotator cuff tear,Condition
73571,1.11 (0.154-8.01),0.917067701622696,1,Pathological fracture,Condition
73574,1.06 (0.146-7.68),0.953824911703296,1,Nonunion of fracture,Condition
73649,6.81e-06 (3.02e-253-1.54e+242),0.967343286143539,1,Contusion of finger,Condition
73673,9.49e-06 (3.64e-282-2.48e+271),0.971590944105448,1,Disorder of prosthetic joint,Condition
73754,2.06 (0.509-8.36),0.310711880620063,1,Restless legs,Condition
73819,1.3 (0.677-2.5),0.42870184238826,1,Pain of breast,Condition
73840,0.592 (0.263-1.33),0.206146972395763,1,"Localized, primary osteoarthritis of the shoulder region",Condition
73841,4.85e-06 (0-Inf),0.978924873369477,1,Multiple stiff joints,Condition
73866,6.01e-06 (0-Inf),0.978649949261622,1,Congenital anomaly of breast,Condition
73923,5.24e-06 (5.25e-278-5.23e+266),0.969646716054934,1,Contusion of upper arm,Condition
74052,6.03e-06 (7.66e-270-4.75e+258),0.969077964089255,1,Labyrinthitis,Condition
74104,1.56 (0.216-11.3),0.659358168335503,1,Fetal condition affecting obstetrical care of mother,Condition
74125,2.72 (0.978-7.55),0.0550810004157085,1,Inflammatory polyarthropathy,Condition
74130,1 (0.425-2.35),0.999914559371196,1,Thoracic spondylosis without myelopathy,Condition
74132,0.382 (0.053-2.75),0.338794748217943,1,Degeneration of lumbosacral intervertebral disc,Condition
74138,1.23 (0.166-9.19),0.837968593458295,1,Pathological fracture of vertebra,Condition
74174,2.13 (0.294-15.4),0.453836002436864,1,Urinary symptoms,Condition
74188,1.72 (0.237-12.5),0.592272606224272,1,Closed fracture of rib,Condition
74189,2.42 (0.335-17.5),0.380741716180595,1,Sprain of cruciate ligament of knee,Condition
74194,1.79e-06 (0-Inf),0.973906521641103,1,Sprain of spinal ligament,Condition
74396,0.558 (0.134-2.33),0.422658046822875,1,Temporomandibular joint disorder,Condition
74415,3.1 (0.424-22.7),0.264951501191592,1,Genitourinary tract infection in pregnancy - not delivered,Condition
74458,4.2 (0.581-30.3),0.15501108420007,1,Enthesopathy of knee,Condition
74464,0.678 (0.209-2.2),0.517897542326658,1,Idiopathic scoliosis AND/OR kyphoscoliosis,Condition
74582,5.6 (1.38-22.7),0.0160322492549759,1,Primary malignant neoplasm of rectum,Condition
74606,1.63e-05 (2.07e-279-1.29e+269),0.972670329895031,1,Benign neoplasm of bone,Condition
74635,1.47 (0.667-3.25),0.337962673984097,1,Lumbosacral radiculopathy,Condition
74698,3.27 (0.452-23.7),0.240901538316945,1,Breech presentation,Condition
74719,2.22e-06 (0-Inf),0.976503165106437,1,Ulcer of foot,Condition
74725,0.375 (0.0516-2.73),0.333209203180648,1,Displacement of cervical intervertebral disc without myelopathy,Condition
74728,0.425 (0.0589-3.07),0.396513720675161,1,Synovitis and tenosynovitis,Condition
74731,1.25 (0.173-9.01),0.825705726782134,1,Hypertrophic osteoarthropathy,Condition
74768,2e-05 (9.49999999999999e-265-4.2e+254),0.971667568859922,1,Closed fracture of triquetral bone of wrist,Condition
74777,12.5 (3.03-51.5),0.000480483500808515,1,Closed fracture of talus,Condition
74806,1.29e-05 (7.25e-251-2.31e+240),0.968838046736953,1,Open wound of finger with complication,Condition
74809,1.98e-05 (0-Inf),0.977307341509279,1,Crushing injury of hand,Condition
74816,2.61 (0.621-11),0.190440304843922,1,Contusion of toe,Condition
74855,8.78e-07 (0-Inf),0.975624096429288,1,Genital herpes simplex,Condition
75004,1.47 (0.701-3.07),0.308459281621892,1,Frank hematuria,Condition
75010,2.15 (0.508-9.11),0.297851528644336,1,Fibroadenosis of breast,Condition
75036,0.327 (0.0797-1.34),0.119998441284345,1,"Localized, primary osteoarthritis of the hand",Condition
75039,1.53 (0.209-11.2),0.675360529527389,1,Loose body in knee,Condition
75043,1.66e-05 (5.42e-266-5.07e+255),0.971307055883717,1,Hemarthrosis of knee,Condition
75051,2.21e-06 (0-Inf),0.9750063297903,1,Derangement of posterior horn of medial meniscus,Condition
75052,1.21e-05 (2.14e-277-6.85e+266),0.971711779030325,1,Enthesopathy of wrist AND/OR carpus,Condition
75053,1.47e-05 (6.62e-260-3.28e+249),0.970300678879613,1,Fracture of bone,Condition
75091,2.14e-06 (7.83e-272-5.84e+259),0.966605800645193,1,Closed fracture of carpal bone,Condition
75095,0.868 (0.208-3.62),0.845787831106347,1,Closed fracture of ankle,Condition
75128,0.472 (0.0643-3.46),0.459923262055018,1,Injury of chest wall,Condition
75311,1.46 (0.358-5.96),0.59827577212206,1,Fibrosclerosis of breast,Condition
75337,2.03 (0.28-14.8),0.483383283935478,1,Cellulitis and abscess of buttock,Condition
75344,1.13 (0.157-8.08),0.905310289193509,1,Intervertebral disc disorder,Condition
75346,7.25e-06 (6.56e-304-8.01e+292),0.973037813283466,1,Derangement of meniscus,Condition
75406,1.66e-05 (2.13e-265-1.29e+255),0.971243057589868,1,Crushing injury of finger,Condition
75426,6.87 (0.943-50),0.0571056998534564,1,Burn of hand,Condition
75576,0.444 (0.139-1.41),0.169121623860905,1,Irritable bowel syndrome,Condition
75580,2.01 (0.276-14.6),0.490380087559391,1,Chronic ulcerative proctitis,Condition
75617,0.451 (0.0616-3.3),0.432507354118583,1,Degenerative joint disease involving multiple joints,Condition
75620,1.91e-05 (0-Inf),0.976979709341567,1,Traumatic arthropathy of the ankle and/or foot,Condition
75634,1.4e-05 (8.29e-285-2.35e+274),0.97281319247295,1,Fracture malunion,Condition
75650,2.11 (1.04-4.3),0.0392073720337964,1,Proteinuria,Condition
75667,6.52 (0.907-46.9),0.0625231242691891,1,Sprain of calcaneofibular ligament,Condition
75668,5.71e-06 (2.77e-290-1.17e+279),0.971164266767637,1,Sprain of sacroiliac region,Condition
75860,1.52 (0.979-2.36),0.0619607080164864,1,Constipation,Condition
75863,6.03e-06 (2.32e-299-1.56e+288),0.972184346916496,1,Chronic interstitial cystitis,Condition
75865,0.736 (0.173-3.13),0.678585161298211,1,Disorder of the urinary system,Condition
75897,1.9e-06 (0-Inf),0.977131293014677,1,Polyarthropathy,Condition
75909,1.15 (0.693-1.91),0.588801830618772,1,Disorder of bone,Condition
75910,1.68e-05 (0-Inf),0.976774844121461,1,Osteitis deformans,Condition
75911,0.933 (0.372-2.34),0.88245969614578,1,Acquired hallux valgus,Condition
75941,1.88 (0.591-5.95),0.285566608904366,1,Closed fracture of one rib,Condition
75954,5.73e-06 (1.56e-271-2.1e+260),0.969138794303785,1,Sprain of interphalangeal joint of finger,Condition
76002,3.94 (0.525-29.6),0.182437454331692,1,Mechanical complication due to breast prosthesis,Condition
76153,4.52e-06 (6.2e-295-3.29e+283),0.971068748028564,1,Low compliance bladder,Condition
76191,5.61e-06 (0-Inf),0.977086744106677,1,Disorder of upper arm,Condition
76194,2.22 (0.301-16.4),0.434121318470248,1,Osteoarthrosis involving multiple sites but not designated as generalized,Condition
76240,1.94 (0.269-14),0.510819641813662,1,Closed fracture pubis,Condition
76349,8.43 (2.07-34.3),0.00294839245341912,1,Primary malignant neoplasm of urinary system,Condition
76388,8.64 (2.12-35.2),0.00260245463434475,1,Post-thoracotomy pain syndrome,Condition
76458,1.87e-05 (4.51e-301-7.72e+290),0.974987331444249,1,Rectal pain,Condition
76472,9.26e-06 (0-Inf),0.978512405575805,1,Dysplasia of anus,Condition
76482,0.608 (0.0843-4.39),0.62171277318289,1,Missed miscarriage,Condition
76508,1.58e-05 (2.1e-304-1.18e+294),0.974876832629233,1,Infective myositis,Condition
76545,5.04e-06 (9.87999999999999e-304-2.57e+292),0.972178715432126,1,Closed traumatic dislocation of patellofemoral joint,Condition
76565,2.12e-06 (0-Inf),0.973376923272564,1,Contusion of shoulder region,Condition
76611,1.25 (0.17-9.28),0.824051067537093,1,Injury of shoulder region,Condition
76685,3.71 (0.492-28.1),0.203446766489906,1,Myasthenia gravis,Condition
76725,1.18 (0.288-4.82),0.818453778387015,1,Anal fissure,Condition
76745,1.84e-05 (3.59e-263-9.38e+252),0.971265946563571,1,Capsular breast contracture of breast implant,Condition
76756,1.62 (0.223-11.7),0.634470278376159,1,Breech presentation with antenatal problem,Condition
76761,2.51e-05 (1.62e-280-3.9e+270),0.973864821450928,1,Asymptomatic bacteriuria in pregnancy - delivered,Condition
76786,0.369 (0.0506-2.69),0.325415018066021,1,Derangement of knee,Condition
76887,5.68e-06 (0-Inf),0.977672500554456,1,Disorders of urogenital prostheses or implants,Condition
76914,1.65e-05 (1.03e-249-2.63e+239),0.969381411436384,1,Primary malignant neoplasm of bone,Condition
77025,1.8 (0.641-5.05),0.264496549140097,1,Diverticulitis of colon,Condition
77030,1.02 (0.516-2.01),0.95549391321174,1,Disorder of breast,Condition
77066,0.866 (0.12-6.25),0.886230483988265,1,Derangement of medial meniscus,Condition
77072,2.13 (0.653-6.94),0.210054875614325,1,Joint effusion of ankle AND/OR foot,Condition
77074,0.821 (0.443-1.52),0.531316677386805,1,Joint pain,Condition
77076,8.4e-06 (9.43e-277-7.48e+265),0.970712057039598,1,Diastasis of muscle,Condition
77079,0.716 (0.221-2.32),0.577309630343539,1,Spinal stenosis,Condition
77081,0.657 (0.0901-4.8),0.67903163219759,1,Tibialis tendinitis,Condition
77129,5.05e-06 (2.14e-304-1.19e+293),0.972242737267936,1,Closed fracture of pelvis,Condition
77139,0.644 (0.156-2.65),0.541913779723096,1,Open wound of finger without complication,Condition
77146,2.01e-05 (3.33e-301-1.21e+291),0.975171916007293,1,Open wound of finger with tendon involvement,Condition
77162,0.859 (0.12-6.16),0.879425677669617,1,Injury of ankle,Condition
77234,0.589 (0.295-1.18),0.1338462622156,1,Benign neoplasm of colon,Condition
77310,1.48e-05 (1.25e-257-1.77e+247),0.970051503908264,1,Deep vein phlebitis and thrombophlebitis of the leg,Condition
77317,2.01e-05 (7.18e-270-5.61e+259),0.972226085492088,1,Chronic ulcerative rectosigmoiditis,Condition
77395,0.245 (0.0335-1.79),0.165918756491719,1,Current tear of semilunar cartilage,Condition
77403,6.09 (1.39-26.6),0.0163628027981141,1,Closed fracture of vertebral column without spinal cord injury,Condition
77421,1.5 (0.466-4.85),0.495451166434168,1,Open wound of hand except fingers without complication,Condition
77619,3.49e-06 (2.17e-309-5.61e+297),0.971860643568322,1,Reduced fetal movement,Condition
77630,1.24 (0.608-2.53),0.552909903459593,1,Disorder of shoulder,Condition
77631,10.6 (2.57-43.4),0.00108666525752391,1,"Localized, secondary osteoarthritis of the shoulder region",Condition
77635,1.73 (0.691-4.34),0.2411589185927,1,Disorder of hand,Condition
77637,2.18e-05 (0-Inf),0.977291350254692,1,Recurrent dislocation of knee,Condition
77638,1.6 (0.559-4.55),0.382267053607344,1,Displacement of intervertebral disc without myelopathy,Condition
77639,7.74 (1.07-56),0.0426779625002529,1,Diffuse cervicobrachial syndrome,Condition
77644,0.703 (0.168-2.95),0.62971394693718,1,Adhesive capsulitis of shoulder,Condition
77646,1.18 (0.645-2.17),0.58808843387852,1,Disorder of bone and articular cartilage,Condition
77647,6.48e-06 (1.62e-307-2.59e+296),0.97310280443755,1,Mallet finger,Condition
77650,4.16e-06 (0-Inf),0.973994919859891,1,Aseptic necrosis of bone,Condition
77670,1.3 (0.864-1.97),0.207255787199282,1,Chest pain,Condition
77673,1.2e-05 (1.47e-290-9.73e+279),0.972988606717751,1,Sign or symptom of the urinary system,Condition
77734,1.02 (0.142-7.34),0.983234061807064,1,Contusion of lower leg,Condition
