concept_id,irrCI,irrP,irrFdr,concept_name,domain_id
198400,1.88 (1.12-3.15),0.0168314225334892,0.728986600133074,Hemangioma of skin and subcutaneous tissue,Condition
257628,2.58 (1.18-5.62),0.0171652473909186,0.728986600133074,Systemic lupus erythematosus,Condition
444428,2.5 (1.16-5.38),0.0187135836573212,0.749705689197758,Nonvenomous insect bite without infection,Condition
437663,1.55 (1.07-2.25),0.0203121033023515,0.749705689197758,Fever,Condition
77987,2.33 (1.14-4.78),0.0205866872702938,0.749705689197758,Respiratory finding of chest,Condition
440417,2.33 (1.14-4.78),0.0207671418042876,0.749705689197758,Pulmonary embolism,Condition
78097,2.89 (1.17-7.14),0.0213892106252668,0.749705689197758,Secondary malignant neoplasm of bone,Condition
42537729,2.15 (1.12-4.15),0.0222004682159713,0.749705689197758,Aortocoronary bypass graft present,Condition
4317258,2 (1.1-3.66),0.0235248723373449,0.749705689197758,Disorder of skin,Condition
197925,1.72 (1.07-2.74),0.0236485902646655,0.749705689197758,Hemorrhage of rectum and anus,Condition
439777,1.51 (1.06-2.17),0.0238588738759621,0.749705689197758,Anemia,Condition
314666,0.199 (0.0492-0.809),0.0239753035243498,0.749705689197758,Old myocardial infarction,Condition
43530727,2.8 (1.14-6.85),0.024268135495449,0.749705689197758,Spontaneous cerebral hemorrhage,Condition
315078,0.573 (0.353-0.93),0.0242730318798391,0.749705689197758,Palpitations,Condition
4303401,2.4 (1.11-5.18),0.0261945465317384,0.7910753052585,Finding reported by subject or history provider,Condition
135360,2.51 (1.11-5.68),0.0270018506731783,0.797728588366289,Syncope,Condition
443392,2.46 (1.1-5.5),0.0286020660641516,0.827025697471958,Malignant neoplastic disease,Condition
200962,2.06 (1.07-3.98),0.0304199057945793,0.85654917992339,Primary malignant neoplasm of prostate,Condition
4239938,0.283 (0.0893-0.894),0.031505443940736,0.85654917992339,First trimester pregnancy,Condition
443530,2.06 (1.07-3.98),0.0315139506962248,0.85654917992339,Hematochezia,Condition
4119786,2.47 (1.08-5.65),0.0326770338803204,0.870746843987361,Interstitial lung disease,Condition
4041283,1.65 (1.03-2.65),0.0368774302778311,0.932453208254953,General finding of observation of patient,Condition
40480603,2.28 (1.05-4.96),0.0369050819075371,0.932453208254953,Acute systolic heart failure,Condition
197320,1.56 (1.03-2.38),0.0370511208578127,0.932453208254953,Acute renal failure syndrome,Condition
444444,1.94 (1.04-3.61),0.0379220298972923,0.933773261690239,Benign neoplasm of transverse colon,Condition
141825,2.37 (1.05-5.36),0.0388600940559632,0.933773261690239,Simple goiter,Condition
439147,1.79 (1.03-3.11),0.0401786800626628,0.933773261690239,Amnesia,Condition
437677,1.45 (1.01-2.08),0.0415219573780604,0.933773261690239,Abnormal findings on diagnostic imaging of lung,Condition
4289309,2.81 (1.04-7.6),0.0417537081515375,0.933773261690239,Atrial septal defect,Condition
201826,1.54 (1.02-2.35),0.0423631679188947,0.933773261690239,Type 2 diabetes mellitus,Condition
312648,1.68 (1.02-2.79),0.0428426362794177,0.933773261690239,Benign essential hypertension,Condition
437390,1.72 (1.02-2.9),0.0429969261478035,0.933773261690239,Hypoxemia,Condition
80816,1.71 (1.02-2.89),0.0435279697868763,0.933773261690239,Degeneration of intervertebral disc,Condition
4188598,0.359 (0.132-0.977),0.0449614890630178,0.933773261690239,High risk pregnancy,Condition
4244662,1.87 (1.01-3.46),0.0459691839127293,0.933773261690239,Disorder of musculoskeletal system,Condition
4050884,2.2 (1.01-4.78),0.0460345440513035,0.933773261690239,Pleural plaque,Condition
4244438,0.309 (0.0976-0.981),0.0462563760013533,0.933773261690239,Second trimester pregnancy,Condition
4182210,1.87 (1.01-3.47),0.0467230182449862,0.933773261690239,Dementia,Condition
40484908,1.59 (1-2.52),0.0478404448922294,0.94198905140056,Imaging of brain abnormal,Condition
439795,2.18 (1.01-4.72),0.0485204073569089,0.94198905140056,Minimal cognitive impairment,Condition
200528,1.83 (1-3.33),0.0493100039707264,0.943835146425594,Ascites,Condition
132736,1.88 (0.994-3.55),0.0521288519598817,0.983932080742767,Bacteremia,Condition
78473,0.143 (0.02-1.03),0.0533400779282582,0.992490116674506,Solitary cyst of breast,Condition
43530666,2.44 (0.984-6.03),0.0542719165650773,0.992490116674506,Dementia with behavioral disturbance,Condition
436230,1.45 (0.992-2.13),0.0550200485856783,0.992490116674506,Blood chemistry abnormal,Condition
443608,2.7 (0.962-7.6),0.0593114580563985,0.992490116674506,Bilateral sensory hearing loss,Condition
4300092,2.61 (0.955-7.12),0.0613325768989051,0.992490116674506,Cannabis-induced organic mental disorder,Condition
42539502,2.38 (0.958-5.9),0.0616914978960009,0.992490116674506,Transplanted kidney present,Condition
196168,1.74 (0.972-3.12),0.0622196321127417,0.992490116674506,Irregular periods,Condition
4263576,2.56 (0.949-6.9),0.0633314262822835,0.992490116674506,Abdominal wind pain,Condition
443731,1.98 (0.962-4.09),0.0635187316794328,0.992490116674506,Renal disorder due to type 2 diabetes mellitus,Condition
432870,1.7 (0.971-2.97),0.0635959063163433,0.992490116674506,Thrombocytopenic disorder,Condition
194081,1.72 (0.968-3.06),0.0644267315868492,0.992490116674506,Acute cystitis,Condition
137548,0.34 (0.108-1.07),0.0653828842679014,0.992490116674506,Cervical radiculopathy,Condition
196523,1.42 (0.977-2.07),0.0656762049303762,0.992490116674506,Diarrhea,Condition
317002,1.63 (0.968-2.76),0.0661184101328606,0.992490116674506,Low blood pressure,Condition
139900,1.89 (0.954-3.75),0.068031878951932,0.992490116674506,Urticaria,Condition
442165,1.97 (0.95-4.07),0.068507416460522,0.992490116674506,Loss of appetite,Condition
4179823,2.52 (0.932-6.83),0.0685298376684435,0.992490116674506,Laceration of head,Condition
197684,1.47 (0.97-2.24),0.0694630535157054,0.992490116674506,Dysuria,Condition
4178431,2.52 (0.929-6.82),0.0696499525798137,0.992490116674506,Cartilage disorder,Condition
201909,0.274 (0.0678-1.11),0.0696962388889996,0.992490116674506,Female infertility,Condition
4028253,2.51 (0.924-6.82),0.0710817623908331,0.992490116674506,Neoplasm of digestive system,Condition
4188331,1.71 (0.953-3.06),0.0722168423582376,0.992490116674506,Chronic pulmonary edema,Condition
437851,2.16 (0.932-5.01),0.0727002322265714,0.992490116674506,Open angle with borderline intraocular pressure,Condition
4310235,2.28 (0.926-5.63),0.072851312561328,0.992490116674506,Reduced mobility,Condition
4115171,1.55 (0.958-2.49),0.0743915971955429,0.992490116674506,Pain in right lower limb,Condition
134460,1.78 (0.943-3.38),0.0753288718257355,0.992490116674506,Plantar fascial fibromatosis,Condition
434169,0.6 (0.342-1.05),0.0754089142514239,0.992490116674506,Abnormal findings on diagnostic imaging of breast,Condition
439658,0.169 (0.0236-1.22),0.0774832880494841,0.992490116674506,Disorder of pregnancy,Condition
40482228,2.29 (0.912-5.73),0.0778095364168978,0.992490116674506,Imaging of thorax abnormal,Condition
435524,1.84 (0.933-3.62),0.0783904396641589,0.992490116674506,Sleep disorder,Condition
195083,0.521 (0.252-1.08),0.0784706833903495,0.992490116674506,Left lower quadrant pain,Condition
254761,1.33 (0.966-1.83),0.0800883385802076,0.992490116674506,Cough,Condition
4242103,2.44 (0.898-6.61),0.0804261841917034,0.992490116674506,Osteoarthrosis of the carpometacarpal joint of the thumb,Condition
198571,2.23 (0.904-5.52),0.0817847268677015,0.992490116674506,Cardiogenic shock,Condition
133729,0.175 (0.0243-1.25),0.0828017912164786,0.992490116674506,Hyperparathyroidism,Condition
443612,1.84 (0.921-3.67),0.0841268075499798,0.992490116674506,Chronic kidney disease stage 4,Condition
77025,2.1 (0.902-4.88),0.0855114725299124,0.992490116674506,Diverticulitis of colon,Condition
78508,1.49 (0.945-2.34),0.0867099123715689,0.992490116674506,Arthralgia of the ankle and/or foot,Condition
45768812,1.77 (0.916-3.43),0.0894000900245613,0.992490116674506,Anemia in chronic kidney disease,Condition
4339214,1.94 (0.901-4.19),0.0900302913924878,0.992490116674506,Secondary pulmonary hypertension,Condition
4215402,2.36 (0.873-6.37),0.0904694317064396,0.992490116674506,Primary insomnia,Condition
78786,2.07 (0.89-4.8),0.091235220092587,0.992490116674506,Pleurisy,Condition
46271075,1.94 (0.899-4.2),0.0912939732450263,0.992490116674506,Acute hypoxemic respiratory failure,Condition
40487064,2.38 (0.869-6.54),0.0917034257687572,0.992490116674506,Sepsis due to Escherichia coli,Condition
77079,0.183 (0.0254-1.32),0.0924856643109806,0.992490116674506,Spinal stenosis,Condition
78505,0.424 (0.154-1.17),0.0966910759863883,0.992490116674506,"Localized, primary osteoarthritis of the ankle and/or foot",Condition
444094,0.628 (0.362-1.09),0.0968691598596451,0.992490116674506,Finding related to pregnancy,Condition
435788,2.02 (0.88-4.64),0.097110291252348,0.992490116674506,Disorder of phosphorus metabolism,Condition
441840,1.61 (0.915-2.84),0.0982637584770387,0.992490116674506,Clinical finding,Condition
4223659,1.38 (0.942-2.01),0.098368617321888,0.992490116674506,Fatigue,Condition
133810,2.02 (0.874-4.66),0.0998336149387617,0.992490116674506,Hyperparathyroidism due to renal insufficiency,Condition
253796,2 (0.875-4.58),0.100453162512661,0.992490116674506,Pneumothorax,Condition
435262,1.75 (0.895-3.41),0.102211738219171,0.992490116674506,Primary open angle glaucoma,Condition
4231770,2.3 (0.843-6.27),0.103858850901301,0.992490116674506,Hereditary thrombophilia,Condition
257007,1.46 (0.925-2.3),0.103862312541995,0.992490116674506,Allergic rhinitis,Condition
4193704,1.35 (0.94-1.93),0.104229335663545,0.992490116674506,Type 2 diabetes mellitus without complication,Condition
4181751,0.196 (0.0273-1.41),0.105848286351018,0.992490116674506,"Gestation period, 19 weeks",Condition
434170,0.317 (0.0783-1.28),0.107002188403254,0.992490116674506,Atypical squamous cells of undetermined significance on cervical Papanicolaou smear,Condition
316822,1.64 (0.899-2.98),0.107336781522278,0.992490116674506,Heart murmur,Condition
135772,2.17 (0.843-5.57),0.108282500740665,0.992490116674506,Goiter,Condition
134668,0.199 (0.0278-1.43),0.108376678445483,0.992490116674506,Chronic maxillary sinusitis,Condition
43530950,0.478 (0.194-1.18),0.109652335915716,0.992490116674506,Complication occurring during pregnancy,Condition
80502,1.41 (0.925-2.15),0.109792361794231,0.992490116674506,Osteoporosis,Condition
375415,1.45 (0.919-2.29),0.109941195064071,0.992490116674506,Injury of head,Condition
4035415,0.199 (0.0275-1.44),0.11048077885205,0.992490116674506,Tear of meniscus of knee,Condition
139099,2.11 (0.842-5.3),0.111114773321685,0.992490116674506,Ingrowing nail,Condition
4245842,0.202 (0.0282-1.45),0.111569771917624,0.992490116674506,Umbilical hernia,Condition
441641,0.442 (0.161-1.21),0.111773284784639,0.992490116674506,Delivery normal,Condition
4338120,2.06 (0.844-5.01),0.112433623208194,0.992490116674506,Altered bowel function,Condition
321318,1.56 (0.9-2.71),0.113146553153729,0.992490116674506,Angina pectoris,Condition
444130,2.06 (0.841-5.02),0.114285104461936,0.992490116674506,Injury of foot,Condition
141253,1.58 (0.892-2.8),0.116610684551071,0.992490116674506,Disorder of thyroid gland,Condition
36712695,0.21 (0.0292-1.5),0.120042499992498,0.992490116674506,Suspected fetal abnormality affecting management of mother,Condition
440529,1.76 (0.86-3.6),0.121977370104161,0.992490116674506,Abnormal findings on diagnostic imaging of urinary organs,Condition
435243,0.212 (0.0296-1.51),0.122056855727161,0.992490116674506,Alcohol dependence,Condition
77646,1.51 (0.896-2.54),0.122179030233061,0.992490116674506,Disorder of bone and articular cartilage,Condition
261325,1.64 (0.875-3.07),0.122609619345573,0.992490116674506,Pulmonary emphysema,Condition
438398,1.53 (0.89-2.64),0.123747758076208,0.992490116674506,Leukocytosis,Condition
77421,2.05 (0.821-5.11),0.124508649539272,0.992490116674506,Open wound of hand except fingers without complication,Condition
441628,0.212 (0.0293-1.53),0.124522888399381,0.992490116674506,Menopausal and postmenopausal disorders,Condition
4174506,0.214 (0.0297-1.54),0.125789493167184,0.992490116674506,"Gestation period, 11 weeks",Condition
4112752,2.18 (0.801-5.92),0.127126057487363,0.992490116674506,Basal cell carcinoma of skin,Condition
141375,1.68 (0.861-3.29),0.127522482371003,0.992490116674506,Hypertrophic condition of skin,Condition
196734,2.18 (0.8-5.95),0.127666484095976,0.992490116674506,Disorder of prostate,Condition
43530605,2.23 (0.79-6.26),0.129911796885502,0.992490116674506,Pulmonary embolism with pulmonary infarction,Condition
42536696,2.16 (0.795-5.85),0.131192874231297,0.992490116674506,Contusion of head,Condition
256451,1.52 (0.881-2.63),0.132638160358385,0.992490116674506,Bronchitis,Condition
380378,1.69 (0.851-3.36),0.133439219572564,0.992490116674506,Epilepsy,Condition
40481919,1.54 (0.873-2.72),0.135679289762731,0.992490116674506,Coronary atherosclerosis,Condition
43531578,1.57 (0.867-2.85),0.136054550679605,0.992490116674506,Chronic kidney disease due to type 2 diabetes mellitus,Condition
4111412,0.47 (0.174-1.27),0.137714569599636,0.992490116674506,"Tricuspid incompetence, non-rheumatic",Condition
255841,2.01 (0.798-5.06),0.138424364828903,0.992490116674506,Chronic bronchitis,Condition
4101747,2.12 (0.784-5.76),0.138497973726813,0.992490116674506,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset,Condition
372629,1.99 (0.8-4.93),0.139153082874961,0.992490116674506,Nonexudative age-related macular degeneration,Condition
4330445,0.421 (0.133-1.33),0.139663348553393,0.992490116674506,Pleuritic pain,Condition
432881,2.15 (0.778-5.94),0.140131767859917,0.992490116674506,Pancytopenia,Condition
196436,1.54 (0.867-2.75),0.140445750525097,0.992490116674506,Internal hemorrhoids,Condition
4194160,1.95 (0.801-4.76),0.141179462617454,0.992490116674506,Thyroid function tests abnormal,Condition
4165998,1.95 (0.799-4.78),0.142364559785331,0.992490116674506,Generalized enlarged lymph nodes,Condition
4322175,1.71 (0.834-3.51),0.142733929222756,0.992490116674506,Late effect of complications of procedure,Condition
4233565,1.6 (0.852-2.99),0.14413425238893,0.992490116674506,Severe protein-calorie malnutrition (Gomez: less than 60% of standard weight),Condition
4155909,0.515 (0.211-1.26),0.144198330954015,0.992490116674506,Anesthesia of skin,Condition
440704,0.345 (0.0829-1.44),0.144522182647432,0.992490116674506,Chronic pain syndrome,Condition
29735,1.87 (0.806-4.34),0.144868428461881,0.992490116674506,Candidiasis of mouth,Condition
374923,1.96 (0.791-4.85),0.145866727796192,0.992490116674506,Bell's palsy,Condition
81454,1.97 (0.789-4.94),0.146218910161187,0.992490116674506,Injury of finger,Condition
3655355,1.61 (0.845-3.07),0.147694298755654,0.992490116674506,Erectile dysfunction,Condition
37119138,1.54 (0.852-2.78),0.15339592524515,0.992490116674506,Iron deficiency anemia due to blood loss,Condition
4216644,0.24 (0.0335-1.71),0.154387924744798,0.992490116674506,Rectal polyp,Condition
4014295,0.59 (0.286-1.22),0.155169606817263,0.992490116674506,Single live birth,Condition
4115170,0.24 (0.0335-1.73),0.156595328280527,0.992490116674506,Pain in right arm,Condition
201620,0.624 (0.325-1.2),0.156924427030336,0.992490116674506,Kidney stone,Condition
4102183,0.49 (0.182-1.32),0.15903205955121,0.992490116674506,Borderline glaucoma,Condition
4268911,1.73 (0.806-3.72),0.159037280691678,0.992490116674506,Disorientated,Condition
4336254,2.05 (0.753-5.57),0.159989014141049,0.992490116674506,Dystrophia unguium,Condition
200219,1.27 (0.911-1.76),0.16001617180926,0.992490116674506,Abdominal pain,Condition
4303233,1.8 (0.793-4.08),0.160363342670712,0.992490116674506,Gastric polyp,Condition
196061,2.08 (0.747-5.78),0.161015485467445,0.992490116674506,Benign neoplasm of stomach,Condition
43530807,1.49 (0.848-2.63),0.164685237554499,0.992490116674506,Allergic disposition,Condition
4146581,1.58 (0.828-3.01),0.165128165243313,0.992490116674506,Mild intermittent asthma,Condition
195769,0.249 (0.0348-1.79),0.167022244818396,0.992490116674506,Submucous leiomyoma of uterus,Condition
199866,0.488 (0.175-1.36),0.169973179726915,0.992490116674506,Acute gastritis,Condition
434500,1.88 (0.762-4.64),0.170456048020562,0.992490116674506,Closed fracture of neck of femur,Condition
433811,1.57 (0.822-3.01),0.171398656150654,0.992490116674506,Hydronephrosis,Condition
435510,1.89 (0.759-4.71),0.171555449273944,0.992490116674506,Hypocalcemia,Condition
439894,2.23 (0.704-7.06),0.172534570775589,0.992490116674506,Post-term pregnancy - delivered,Condition
40484102,1.5 (0.838-2.68),0.173113945301753,0.992490116674506,Abnormal finding on evaluation procedure,Condition
315296,1.48 (0.841-2.6),0.173846948542255,0.992490116674506,Preinfarction syndrome,Condition
80189,1.56 (0.821-2.98),0.173915372964318,0.992490116674506,Displacement of lumbar intervertebral disc without myelopathy,Condition
321052,1.45 (0.847-2.5),0.174838341179318,0.992490116674506,Peripheral vascular disease,Condition
73564,2.06 (0.725-5.84),0.174878694825765,0.992490116674506,Full thickness rotator cuff tear,Condition
436962,1.35 (0.873-2.1),0.175381711659245,0.992490116674506,Insomnia,Condition
436747,1.88 (0.753-4.71),0.175900094111286,0.992490116674506,Legal termination of pregnancy without complication,Condition
75650,1.61 (0.807-3.21),0.17671017011157,0.992490116674506,Proteinuria,Condition
36713126,0.258 (0.0362-1.84),0.176894536461578,0.992490116674506,Blepharitis of left eyelid,Condition
44782429,1.45 (0.845-2.5),0.17698964484033,0.992490116674506,Chronic kidney disease due to hypertension,Condition
372887,1.41 (0.855-2.33),0.177645314896946,0.992490116674506,Disorder of brain,Condition
378253,1.27 (0.897-1.79),0.178968973178668,0.992490116674506,Headache,Condition
4077577,1.79 (0.764-4.22),0.179742714719718,0.992490116674506,Moderate recurrent major depression,Condition
444114,0.261 (0.0365-1.87),0.181503502148952,0.992490116674506,Maternal AND/OR fetal condition affecting labor AND/OR delivery,Condition
4182562,0.507 (0.188-1.37),0.181623600256217,0.992490116674506,Lower abdominal pain,Condition
46273463,1.54 (0.818-2.89),0.181814346322455,0.992490116674506,Upper respiratory tract infection due to Influenza,Condition
4128329,0.459 (0.146-1.44),0.182521946878209,0.992490116674506,Menopause present,Condition
4131963,1.84 (0.75-4.52),0.182998707119773,0.992490116674506,Drusen stage macular degeneration,Condition
314658,1.38 (0.856-2.24),0.184417817090712,0.992490116674506,Cardiomegaly,Condition
4132434,0.388 (0.0952-1.58),0.186048400794137,0.992490116674506,"Gestation period, 8 weeks",Condition
193782,1.68 (0.775-3.62),0.189642021729525,0.992490116674506,End-stage renal disease,Condition
4197245,0.462 (0.146-1.47),0.18988128991867,0.992490116674506,"Gestation period, 12 weeks",Condition
4289526,1.74 (0.759-4.01),0.190178096444991,0.992490116674506,Nonulcer dyspepsia,Condition
4140164,0.394 (0.0975-1.59),0.190674909774224,0.992490116674506,Disorder of sacrococcygeal spine,Condition
46273370,1.4 (0.845-2.33),0.19106372305464,0.992490116674506,Abnormal chest sounds,Condition
42537730,0.514 (0.189-1.4),0.193079019869939,0.992490116674506,Coronary artery graft present,Condition
373499,0.272 (0.038-1.94),0.194276883724217,0.992490116674506,Disorder of eye region,Condition
437969,1.95 (0.71-5.37),0.195166717716884,0.992490116674506,Talipes planus,Condition
255919,1.53 (0.803-2.92),0.195524389545751,0.992490116674506,Finding of head and neck region,Condition
195562,1.33 (0.864-2.04),0.196168726067374,0.992490116674506,Hemorrhoids,Condition
259848,0.637 (0.321-1.27),0.197916703948908,0.992490116674506,Chronic rhinitis,Condition
375827,2.13 (0.671-6.79),0.198919802146767,0.992490116674506,Acute non-suppurative otitis media - serous,Condition
4051642,0.399 (0.098-1.63),0.200165410732954,0.992490116674506,"Gestation period, 20 weeks",Condition
440083,0.276 (0.0386-1.98),0.200202496602303,0.992490116674506,Acute stress disorder,Condition
376208,1.31 (0.866-1.99),0.200718870446226,0.992490116674506,Disorder of soft tissue,Condition
441838,0.267 (0.0353-2.02),0.201432982403142,0.992490116674506,Personality disorder,Condition
4223938,0.587 (0.259-1.33),0.201634787392968,0.992490116674506,Dizziness,Condition
140168,1.64 (0.766-3.51),0.202610624195441,0.992490116674506,Psoriasis,Condition
27674,1.33 (0.858-2.05),0.203638608009545,0.992490116674506,Nausea and vomiting,Condition
442105,0.279 (0.0391-2),0.203702796836454,0.992490116674506,Benign neoplasm of soft tissue,Condition
442793,1.44 (0.82-2.53),0.204000351304036,0.992490116674506,Complication due to diabetes mellitus,Condition
4218813,0.474 (0.15-1.5),0.20468346551767,0.992490116674506,Third trimester pregnancy,Condition
193326,1.53 (0.793-2.95),0.204900038723744,0.992490116674506,Urge incontinence of urine,Condition
440320,1.6 (0.769-3.34),0.20741220415508,0.992490116674506,Infection due to Escherichia coli,Condition
437233,1.9 (0.696-5.2),0.210042146195947,0.992490116674506,Multiple myeloma,Condition
439392,1.78 (0.722-4.38),0.210740241548574,0.992490116674506,Primary malignant neoplasm,Condition
4332246,1.69 (0.743-3.85),0.210778599427793,0.992490116674506,Aneurysm,Condition
4130851,1.46 (0.807-2.63),0.211593961041018,0.992490116674506,Injury of upper extremity,Condition
137053,0.566 (0.231-1.39),0.213076133420273,0.992490116674506,Seborrheic dermatitis,Condition
4322024,1.51 (0.79-2.88),0.21345109092058,0.992490116674506,Pulmonary hypertension,Condition
4282096,1.27 (0.873-1.84),0.213555429321905,0.992490116674506,"Major depression, single episode",Condition
762296,0.483 (0.153-1.52),0.214305710575818,0.992490116674506,Pain in right hand,Condition
4110815,1.38 (0.828-2.31),0.216516686957043,0.992490116674506,"Sensorineural hearing loss, bilateral",Condition
4057826,2.06 (0.655-6.46),0.21701351309692,0.992490116674506,Irritable bowel syndrome with diarrhea,Condition
193322,0.652 (0.329-1.29),0.219149662791437,0.992490116674506,Right lower quadrant pain,Condition
45763854,1.89 (0.684-5.23),0.219659403366973,0.992490116674506,Chronic kidney disease stage 3A,Condition
4272240,1.33 (0.843-2.1),0.220049169961749,0.992490116674506,Malaise,Condition
4168694,1.42 (0.81-2.49),0.220596924310663,0.992490116674506,Lung field abnormal,Condition
77234,0.665 (0.346-1.28),0.220706770193504,0.992490116674506,Benign neoplasm of colon,Condition
36716935,1.89 (0.682-5.22),0.2214249109287,0.992490116674506,Acquired absence of cervix and uterus,Condition
4274955,0.292 (0.0407-2.1),0.22171222433816,0.992490116674506,"Gestation period, 22 weeks",Condition
46271022,1.35 (0.834-2.17),0.223914715809693,0.992490116674506,Chronic kidney disease,Condition
81723,2.07 (0.638-6.71),0.225894213533834,0.992490116674506,Contusion of hand,Condition
75911,1.54 (0.766-3.09),0.226125145265483,0.992490116674506,Acquired hallux valgus,Condition
4266809,1.5 (0.778-2.9),0.226168968133931,0.992490116674506,Diverticular disease,Condition
442256,1.54 (0.765-3.09),0.226923228277999,0.992490116674506,Disorder of bursa of shoulder region,Condition
81893,2.02 (0.644-6.33),0.228408608105848,0.992490116674506,Ulcerative colitis,Condition
24134,0.762 (0.489-1.19),0.229031795354176,0.992490116674506,Neck pain,Condition
200779,0.496 (0.158-1.56),0.22964265226148,0.992490116674506,Polyp of corpus uteri,Condition
201340,0.702 (0.394-1.25),0.231223079113683,0.992490116674506,Gastritis,Condition
192359,0.299 (0.0414-2.17),0.232242680188944,0.992490116674506,Renal failure syndrome,Condition
4168700,1.46 (0.786-2.7),0.232256972841235,0.992490116674506,Localized enlarged lymph nodes,Condition
45768964,1.84 (0.675-5.01),0.233443389349328,0.992490116674506,Uncomplicated moderate persistent asthma,Condition
437541,0.604 (0.264-1.38),0.234025787425501,0.992490116674506,Glaucoma,Condition
379031,0.303 (0.0423-2.17),0.234722984558158,0.992490116674506,Pain in eye,Condition
444445,1.64 (0.725-3.71),0.235206597868124,0.992490116674506,Benign neoplasm of skin of lower limb,Condition
72418,1.54 (0.754-3.14),0.235978908421142,0.992490116674506,Scoliosis deformity of spine,Condition
196735,2.02 (0.628-6.49),0.238542706515426,0.992490116674506,Acute pyelonephritis without medullary necrosis,Condition
136057,0.585 (0.24-1.43),0.239145770673464,0.992490116674506,Benign neoplasm of skin of trunk,Condition
4347174,0.305 (0.0422-2.2),0.239362655734583,0.992490116674506,Synovial cyst of knee,Condition
76725,1.82 (0.671-4.94),0.239620891311688,0.992490116674506,Anal fissure,Condition
195321,0.547 (0.2-1.5),0.239931984313666,0.992490116674506,Postmenopausal bleeding,Condition
4306267,1.65 (0.716-3.79),0.240893158310421,0.992490116674506,Coag./bleeding tests abnormal,Condition
201688,1.98 (0.63-6.23),0.242474539128228,0.992490116674506,Delay when starting to pass urine,Condition
136773,0.436 (0.108-1.76),0.242524147566048,0.992490116674506,Rosacea,Condition
4353709,1.7 (0.693-4.17),0.246538780056939,0.992490116674506,Intracerebral vascular finding,Condition
440360,0.313 (0.0437-2.24),0.247522271096956,0.992490116674506,Pure hyperglyceridemia,Condition
78200,1.97 (0.624-6.2),0.248294861771073,0.992490116674506,Benign mammary dysplasia,Condition
